poolId,latitude,longitude,poolStatus,sourceVisitId,sourceSurveyId,updatedAt,visitId,visitUserName,visitUserId,visitPoolId,visitDate,visitLocatePool,visitCertainty,visitNavMethod,visitDirections,visitLocationComments,visitCoordSource,visitLatitude,visitLongitude,visitVernalPool,visitPoolType,visitInletType,visitOutletType,visitForestUpland,visitForestCondition,visitHabitatAgriculture,visitHabitatLightDev,visitHabitatHeavyDev,visitHabitatPavedRd,visitHabitatDirtRd,visitHabitatPowerline,visitHabitatOther,visitHabitatComment,visitMaxDepth,visitWaterLevelObs,visitHydroPeriod,visitMaxWidth,visitMaxLength,visitPoolTrees,visitPoolShrubs,visitPoolEmergents,visitPoolFloatingVeg,visitSubstrate,visitDisturbDumping,visitDisturbSiltation,visitDisturbVehicleRuts,visitDisturbRunoff,visitDisturbDitching,visitDisturbOther,visitWoodFrogAdults,visitWoodFrogLarvae,visitWoodFrogEgg,visitWoodFrogEggHow,visitSpsAdults,visitSpsLarvae,visitSpsEgg,visitSpsEggHow,visitJesaAdults,visitJesaLarvae,visitJesaEgg,visitJesaEggHow,visitBssaAdults,visitBssaLarvae,visitBssaEgg,visitBssaEggHow,visitFairyShrimp,visitFingerNailClams,visitSpeciesOther1,visitSpeciesOther2,visitSpeciesComments,visitFish,visitFishCount,visitFishSizeSmall,visitFishSizeMedium,visitFishSizeLarge,visitPoolPhoto,createdAt,updatedAt,visitPoolMapped,visitUserIsLandowner,visitLandownerPermission,visitLandowner,visitTownId,visitFishSize,visitWoodFrogPhoto,visitWoodFrogNotes,visitSpsPhoto,visitSpsNotes,visitJesaPhoto,visitJesaNotes,visitBssaPhoto,visitBssaNotes,visitFairyShrimpPhoto,visitFairyShrimpNotes,visitFingerNailClamsPhoto,visitFingerNailClamsNotes,visitNavMethodOther,visitPoolTypeOther,visitSubstrateOther,visitSpeciesOtherName,visitSpeciesOtherCount,visitSpeciesOtherPhoto,visitSpeciesOtherNotes,visitLocationUncertainty,visitObserverUserName,visitWoodFrogiNat,visitSpsiNat,visitJesaiNat,visitBssaiNat,visitFairyShrimpiNat,visitFingerNailClamsiNat,visitSpeciesOtheriNat
KWN928,43.552207,-72.581008,Probable,709,0,2021-03-24 10:41:49.661715,709,ADMIN-KWN,0,KWN928,2012-02-20,0,,,,Headwaters; 2 small pools within boundary,WoodstockVP.shp,43.55220736,-72.58100787,,,,,,,f,f,f,f,f,f,,,,,,,,,,,,,f,f,f,f,f,,,0,,,,0,,,,0,,,,0,,,0,0,,,,f,,0,0,0,,2019-06-22 00:16:14.934665,2021-03-18 22:32:48.033599,t,f,f,,207,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
KWN937,44.479552,-72.909290,Probable,714,0,2021-03-24 10:41:49.661715,714,ADMIN-KWN,0,KWN937,2012-02-20,0,,,,,eafr_vernalpools.shp,44.47955183,-72.90929043,,,,,,,f,f,f,f,f,f,,,,,,,,,,,,,f,f,f,f,f,,,0,,,,0,,,,0,,,,0,,,0,0,,,,f,,0,0,0,,2019-06-22 00:16:14.934665,2021-03-18 22:32:48.033599,t,f,f,,74,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
MLS1947,43.147164,-72.933178,Eliminated,0,0,2021-03-24 10:41:49.661715,901,michaellewsmith,0,MLS1947,2011-05-25,0,Certain,GPS,,,GPS,,,No,,,,,,f,f,f,f,f,f,,,,,,,,,,,,,f,f,f,f,f,,,0,,,,0,,,,0,,,,0,,,0,0,,,Shadow of Hemlock,f,,0,0,0,,2019-06-22 00:16:14.934665,2021-03-18 22:32:48.033599,t,f,f,,166,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
MLS428,44.363980,-72.092270,Potential,0,0,2021-03-24 10:41:49.661715,948,pziot@charter.net,0,MLS428,1900-01-01,0,,,,potential pool: the landowner does not want it in the database,,,,,,,,,,f,f,f,f,f,f,,,,,,,,,,,,,f,f,f,f,f,,,0,,,,0,,,,0,,,,0,,,0,0,,,,f,,0,0,0,,2019-06-22 00:16:14.934665,2021-03-18 22:32:48.033599,t,f,f,,200,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
MLS1838,43.124390,-72.960014,Eliminated,0,0,2021-03-24 10:41:49.661715,874,sfaccio,0,MLS1838,2012-05-17,0,,,,SEEP,,,,No,,,,,,f,f,f,f,f,f,,,,,,,,,,,,,f,f,f,f,f,,,0,,,,0,,,,0,,,,0,,,0,0,,,,f,,0,0,0,,2019-06-22 00:16:14.934665,2021-03-18 22:32:48.033599,t,f,f,,166,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
MLS1909,43.627689,-72.867243,Eliminated,0,0,2021-03-24 10:41:49.661715,884,sfaccio,0,MLS1909,2012-06-14,0,Certain,GPS,,No Pool -- shadow??,,,,No,,,,,,f,f,f,f,f,f,,,,,,,,,,,,,f,f,f,f,f,,,0,,,,0,,,,0,,,,0,,,0,0,,,,f,,0,0,0,,2019-06-22 00:16:14.934665,2021-03-18 22:32:48.033599,t,f,f,,253,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
MLS59,44.618500,-72.518390,Eliminated,977,0,2021-03-24 10:41:49.661715,977,michaellewsmith,0,MLS59,2010-04-21,1,Certain,GPS,,,GPS,44.61850000,-72.51839000,No,,,,,,f,f,f,f,f,f,,,,,,,,,,,,,f,f,f,f,f,,,0,,,,0,,,,0,,,,0,,,0,0,,,Small seepage area adjacent to stream.  Not a vernal pool.,f,,0,0,0,,2019-06-22 00:16:14.934665,2021-03-18 22:32:48.033599,t,f,f,,64,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
NEW350,45.000000,-73.000000,Eliminated,0,0,2021-03-24 10:41:49.661715,1281,alisonmarchione,0,NEW350,1900-01-01,0,,,,,,,,,,,,,,f,f,f,f,f,f,,,,,,,,,,,,,f,f,f,f,f,,,0,,,,0,,,,0,,,,0,,,0,0,,,,f,,0,0,0,,2019-06-22 00:16:14.934665,2021-03-18 22:32:48.033599,t,f,f,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
KWN1014,44.033402,-72.332375,Potential,25,0,2021-03-24 10:41:49.661715,25,ADMIN-KWN,0,KWN1014,2012-02-20,0,,,,Not for public release,ochp_vp4sf20100315.shp,44.03340161,-72.33237513,,,,,,,f,f,f,f,f,f,,visited & confirmed: see spp. data in original dataset,,,,,,,,,,,f,f,f,f,f,,,0,,,,0,,,,0,,,,0,,,0,0,,,,f,,0,0,0,,2019-06-22 00:16:14.934665,2021-03-18 22:32:48.033599,t,f,f,,114,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
KWN1015,44.036819,-72.229979,Potential,26,0,2021-03-24 10:41:49.661715,26,ADMIN-KWN,0,KWN1015,2012-02-20,0,,,,Not for public release,ochp_vp4sf20100315.shp,44.03681874,-72.22997912,,,,,,,f,f,f,f,f,f,,visited & confirmed: see spp. data in original dataset,,,,,,,,,,,f,f,f,f,f,,,0,,,,0,,,,0,,,,0,,,0,0,,,,f,,0,0,0,,2019-06-22 00:16:14.934665,2021-03-18 22:32:48.033599,t,f,f,,114,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
SDF1383,43.452997,-72.487493,Confirmed,1417,0,2021-03-24 10:41:49.661715,1417,sfaccio,0,SDF1383,2011-05-01,1,Certain,GPS,,Entered for Cathy Boetker,GPS,43.45299690,-72.48749314,Yes,Isolated Forest Depression,No Inlet,No Outlet,Deciduous,Undisturbed,f,f,f,f,f,f,,Active sugarbush,2-3 Feet,More than 50%,Semi-permanent,25,40,10,,1,,Leaf litter,f,f,f,f,f,,,1,6,Counted,,0,,,,0,,,,0,,,0,0,,,,f,,0,0,0,,2019-06-22 00:16:14.934665,2021-03-18 22:32:48.033599,t,f,f,,224,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
KWN1016,44.032334,-72.339934,Potential,27,0,2021-03-24 10:41:49.661715,27,ADMIN-KWN,0,KWN1016,2012-02-20,0,,,,Not for public release,ochp_vp4sf20100315.shp,44.03233409,-72.33993360,,,,,,,f,f,f,f,f,f,,visited & confirmed: see spp. data in original dataset,,,,,,,,,,,f,f,f,f,f,,,0,,,,0,,,,0,,,,0,,,0,0,,,,f,,0,0,0,,2019-06-22 00:16:14.934665,2021-03-18 22:32:48.033599,t,f,f,,114,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
KWN1018,44.034834,-72.282003,Potential,29,0,2021-03-24 10:41:49.661715,29,ADMIN-KWN,0,KWN1018,2012-02-20,0,,,,Not for public release,ochp_vp4sf20100315.shp,44.03483391,-72.28200325,,,,,,,f,f,f,f,f,f,,visited & confirmed: see spp. data in original dataset,,,,,,,,,,,f,f,f,f,f,,,0,,,,0,,,,0,,,,0,,,0,0,,,,f,,0,0,0,,2019-06-22 00:16:14.934665,2021-03-18 22:32:48.033599,t,f,f,,114,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
SDF381,44.024630,-72.104740,Eliminated,1527,0,2021-03-24 10:41:49.661715,1527,alisonmarchione,0,SDF381,2015-07-13,0,Certain,GPS,There is no pool present at this location at this time.,,GPS,44.02463000,-72.10474000,,,,,,,f,f,f,f,f,f,,,,,,,,,,,,,f,f,f,f,f,,,0,,,,0,,,,0,,,,0,,,0,0,,,,f,,0,0,0,,2019-06-22 00:16:14.934665,2021-03-18 22:32:48.033599,t,f,f,,219,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
SDF445,43.914032,-72.187092,Eliminated,0,0,2021-03-24 10:41:49.661715,1530,sfaccio,0,SDF445,2011-06-03,0,Certain,GPS,South of Bald Top,NO POOL -- shadow from large pines?,,,,No,,,,,,f,f,f,f,f,f,,,,,,,,,,,,,f,f,f,f,f,,,0,,,,0,,,,0,,,,0,,,0,0,,,,f,,0,0,0,,2019-06-22 00:16:14.934665,2021-03-18 22:32:48.033599,t,f,f,,123,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
SDF726,43.932982,-72.390124,Eliminated,0,0,2021-03-24 10:41:49.661715,1622,sfaccio,0,SDF726,2015-06-03,0,Certain,GPS,,NOT A POOL - shadow?,,,,No,,,,,,f,f,f,f,f,f,,,,,,,,,,,,,f,f,f,f,f,,,0,,,,0,,,,0,,,,0,,,0,0,,,,f,,0,0,0,,2019-06-22 00:16:14.934665,2021-03-18 22:32:48.033599,t,f,f,,121,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
SDF727,43.933992,-72.390524,Eliminated,0,0,2021-03-24 10:41:49.661715,1623,sfaccio,0,SDF727,2015-06-03,0,Certain,GPS,,NOT A POOL,,,,,,,,,,f,f,f,f,f,f,,,,,,,,,,,,,f,f,f,f,f,,,0,,,,0,,,,0,,,,0,,,0,0,,,,f,,0,0,0,,2019-06-22 00:16:14.934665,2021-03-18 22:32:48.033599,t,f,f,,121,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
KWN1019,44.034694,-72.281306,Potential,30,0,2021-03-24 10:41:49.661715,30,ADMIN-KWN,0,KWN1019,2012-02-20,0,,,,Not for public release,ochp_vp4sf20100315.shp,44.03469443,-72.28130587,,,,,,,f,f,f,f,f,f,,visited & confirmed: see spp. data in original dataset,,,,,,,,,,,f,f,f,f,f,,,0,,,,0,,,,0,,,,0,,,0,0,,,,f,,0,0,0,,2019-06-22 00:16:14.934665,2021-03-18 22:32:48.033599,t,f,f,,114,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
KWN1021,44.030666,-72.281360,Potential,33,0,2021-03-24 10:41:49.661715,33,ADMIN-KWN,0,KWN1021,2012-02-20,0,,,,Not for public release,ochp_vp4sf20100315.shp,44.03066576,-72.28135952,,,,,,,f,f,f,f,f,f,,visited & confirmed: see spp. data in original dataset,,,,,,,,,,,f,f,f,f,f,,,0,,,,0,,,,0,,,,0,,,0,0,,,,f,,0,0,0,,2019-06-22 00:16:14.934665,2021-03-18 22:32:48.033599,t,f,f,,114,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
NEW107,43.808410,-72.478820,Confirmed,1064,0,2021-03-24 10:41:49.661715,1064,katherine hood,0,NEW107,2010-04-30,0,Certain,GPS,"TAKE TRAIL TO LEFT AT END OF WHITNEY ROAD, UP HILL.  BEAR RIGHT TO POOL IN PINE WOODS TO POOL.",POOL IS ON MY PROPERTY,GPS,43.80841000,-72.47882000,Yes,Isolated Forest Depression,No Inlet,No Outlet,Coniferous,Minor logging,f,f,f,f,f,f,,,6-12 Inches,Less than 50%,Semi-permanent,12,31,0,10,0,0,Mud,f,f,f,f,f,,0,1,,,0,0,21,Counted,0,0,,,0,0,,,0,0,CADDIS FLY LARVAE,,,f,,0,0,0,,2019-06-22 00:16:14.934665,2021-03-18 22:32:48.033599,t,f,f,,135,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
NEW26,44.690800,-73.301070,Confirmed,1188,0,2021-03-24 10:41:49.661715,1188,Goshawk,0,NEW26,2010-04-13,0,Certain,GPS,Between State Park Road and Donaldson Road,,GPS,44.69080000,-73.30107000,Yes,Isolated Forest Depression,No Inlet,No Outlet,Mixed,Undisturbed,t,f,f,f,f,f,,,6-12 Inches,More than 50%,Ephemeral,10,50,15,5,1,5,Leaf litter,f,f,f,f,f,,,0,,,,0,,,,0,,,,0,3,Counted,0,0,,,Jefferson type hybrids cross St Park Rd. and East Shore Rd. South.,f,,0,0,0,,2019-06-22 00:16:14.934665,2021-03-18 22:32:48.033599,t,f,f,,40,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
KWN1022,44.028638,-72.280233,Potential,34,0,2021-03-24 10:41:49.661715,34,ADMIN-KWN,0,KWN1022,2012-02-20,0,,,,Not for public release,ochp_vp4sf20100315.shp,44.02863801,-72.28023299,,,,,,,f,f,f,f,f,f,,visited & confirmed: see spp. data in original dataset,,,,,,,,,,,f,f,f,f,f,,,0,,,,0,,,,0,,,,0,,,0,0,,,,f,,0,0,0,,2019-06-22 00:16:14.934665,2021-03-18 22:32:48.033599,t,f,f,,114,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
NEW182,44.191110,-72.707650,Confirmed,1131,0,2021-03-24 10:41:49.661715,1131,Matt Peters,0,NEW182,2011-06-10,1,Certain,GPS,Park along Washbowl Rd. Bushwack up and over ridge following GPS.,,GPS,44.19111000,-72.70765000,Yes,Isolated Forest Depression,No Inlet,Ephemeral Outlet,Mixed,Undisturbed,f,f,f,f,f,f,,"part of pool complex, ledgey area",12-24 Inches,More than 50%,Ephemeral,25,80,5,0,2,0,Leaf litter,f,f,f,f,f,,,1,,,,0,5,Counted,,0,,,,0,,,0,0,,Green frogs adults,tucked in ledges south of small conifer swamp. poor visibility due to pollen film.,f,,0,0,0,,2019-06-22 00:16:14.934665,2021-03-18 22:32:48.033599,t,f,f,,233,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
KWN135,42.942746,-72.542093,Probable,102,0,2021-03-24 10:41:49.661715,102,ADMIN-KWN,0,KWN135,2012-02-20,0,,,,,Dum_VP.shp  ; 2/2008,42.94274641,-72.54209298,,,,,,,f,f,f,f,f,f,,WF:11/SS:37/JS:1,,,,,,,,,,,f,f,f,f,f,,,0,11,,,0,37,,,0,1,,,0,,,0,0,,,,f,,0,0,0,,2019-06-22 00:16:14.934665,2021-03-18 22:32:48.033599,t,f,f,,182,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
NEW78,44.254917,-72.126667,Eliminated,1334,0,2021-03-24 10:41:49.661715,1334,libbyhillhouse,0,NEW78,2010-05-15,0,,Prior Knowledge,uphill from my house at edge of woods,,,44.25491700,-72.12666700,Yes,Manmade,Ephemeral Inlet,No Outlet,Mixed,Undisturbed,f,t,f,f,f,f,,prior test pit for pond which did not hold water.  Receives run-off from elevation above house.,> 4 Feet,Full,Ephemeral,10,27,0,0,0,10,Leaf litter,f,f,f,f,f,,,1,,,,0,,,,0,,,,0,,,0,0,,,,f,,0,0,0,,2019-06-22 00:16:14.934665,2021-03-18 22:32:48.033599,t,f,f,,213,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
KWN369,43.029172,-72.733465,Probable,338,0,2021-03-24 10:41:49.661715,338,ADMIN-KWN,0,KWN369,2012-02-20,0,,,,Newfane/Wardsboro David Clarkson Land,vpools.shp,43.02917163,-72.73346453,,,,,,,f,f,f,f,f,f,,GPS: 04/24/1998 wood frog eggs,,,,,,,,,,,f,f,f,f,f,,,0,,,,0,,,,0,,,,0,,,0,0,,,,f,,0,0,0,,2019-06-22 00:16:14.934665,2021-03-18 22:32:48.033599,t,f,f,,169,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
KWN704,43.757180,-72.317540,Confirmed,556,0,2021-03-24 10:41:49.661715,556,sfaccio,0,KWN704,2012-04-03,1,Certain,GPS,West of New Boston Rd.,,GPS,43.75718000,-72.31754000,Yes,Isolated Forest Depression,No Inlet,No Outlet,Mixed,Minor logging,f,t,f,f,f,f,,Beautiful pool!,2-3 Feet,More than 50%,Ephemeral,30,75,5,2,2,,Leaf litter,f,f,f,f,f,,5,0,60,Estimated,,0,5,Counted,,0,30,Estimated,,0,,,0,0,waterboatmen,caddisfly larvae,,f,,0,0,0,,2019-06-22 00:16:14.934665,2021-03-18 22:32:48.033599,t,f,f,,137,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
KWN1023,44.028509,-72.280088,Potential,35,0,2021-03-24 10:41:49.661715,35,ADMIN-KWN,0,KWN1023,2012-02-20,0,,,,Not for public release,ochp_vp4sf20100315.shp,44.02850926,-72.28008815,,,,,,,f,f,f,f,f,f,,visited & confirmed: see spp. data in original dataset,,,,,,,,,,,f,f,f,f,f,,,0,,,,0,,,,0,,,,0,,,0,0,,,,f,,0,0,0,,2019-06-22 00:16:14.934665,2021-03-18 22:32:48.033599,t,f,f,,114,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
KWN1024,44.030322,-72.321169,Potential,36,0,2021-03-24 10:41:49.661715,36,ADMIN-KWN,0,KWN1024,2012-02-20,0,,,,Not for public release,ochp_vp4sf20100315.shp,44.03032243,-72.32116886,,,,,,,f,f,f,f,f,f,,visited & confirmed: see spp. data in original dataset,,,,,,,,,,,f,f,f,f,f,,,0,,,,0,,,,0,,,,0,,,0,0,,,,f,,0,0,0,,2019-06-22 00:16:14.934665,2021-03-18 22:32:48.033599,t,f,f,,114,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
MLS55,44.612810,-72.517230,Confirmed,972,0,2021-03-24 10:41:49.661715,972,michaellewsmith,0,MLS55,2010-04-21,1,Certain,GPS,,,GPS,44.61281000,-72.51723000,Yes,Isolated Forest Depression,No Inlet,Ephemeral Outlet,Deciduous,Undisturbed,f,f,f,f,f,f,,,< 6 Inches,More than 50%,Ephemeral,30,70,,,25,,Leaf litter,f,f,f,f,f,,,0,10,Estimated,,0,,Counted,,0,,,,0,,,0,0,Caddis Fly,,Small pool.  Relatively shallow.  Likely sufficient hydroperiod only in wet years.,f,,0,0,0,,2019-06-22 00:16:14.934665,2021-03-18 22:32:48.033599,t,f,f,,64,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
KWN1025,44.027646,-72.258121,Potential,37,0,2021-03-24 10:41:49.661715,37,ADMIN-KWN,0,KWN1025,2012-02-20,0,,,,Not for public release,ochp_vp4sf20100315.shp,44.02764559,-72.25812086,,,,,,,f,f,f,f,f,f,,visited & confirmed: see spp. data in original dataset,,,,,,,,,,,f,f,f,f,f,,,0,,,,0,,,,0,,,,0,,,0,0,,,,f,,0,0,0,,2019-06-22 00:16:14.934665,2021-03-18 22:32:48.033599,t,f,f,,114,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
NEW277,43.854420,-72.411720,Confirmed,1201,0,2021-03-24 10:41:49.661715,1201,sfaccio,0,NEW277,2012-04-17,0,,,Adjacent to VAST ttrail W. of Brook Rd.,Nice pool,GPS,43.85442000,-72.41172000,Yes,Isolated Forest Depression,No Inlet,No Outlet,Mixed,Minor logging,f,f,f,f,f,f,VAST trail,,12-24 Inches,More than 50%,Ephemeral,35,75,,,2,,Leaf litter,f,f,f,f,f,,2,0,100,Estimated,1,0,5,Counted,,0,,,,0,,,0,0,Caddis larvae,Newt,"Assume Jefferson Salamander use pool due to proximity of other Jeff populations, but no eggs observed.  No algae, pool very clear.",f,,0,0,0,,2019-06-22 00:16:14.934665,2021-03-18 22:32:48.033599,t,f,f,,129,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
