poolId,latitude,longitude,poolStatus,sourceVisitId,sourceSurveyId,updatedAt,visitId,visitUserName,visitUserId,visitPoolId,visitDate,visitLocatePool,visitCertainty,visitNavMethod,visitDirections,visitLocationComments,visitCoordSource,visitLatitude,visitLongitude,visitVernalPool,visitPoolType,visitInletType,visitOutletType,visitForestUpland,visitForestCondition,visitHabitatAgriculture,visitHabitatLightDev,visitHabitatHeavyDev,visitHabitatPavedRd,visitHabitatDirtRd,visitHabitatPowerline,visitHabitatOther,visitHabitatComment,visitMaxDepth,visitWaterLevelObs,visitHydroPeriod,visitMaxWidth,visitMaxLength,visitPoolTrees,visitPoolShrubs,visitPoolEmergents,visitPoolFloatingVeg,visitSubstrate,visitDisturbDumping,visitDisturbSiltation,visitDisturbVehicleRuts,visitDisturbRunoff,visitDisturbDitching,visitDisturbOther,visitWoodFrogAdults,visitWoodFrogLarvae,visitWoodFrogEgg,visitWoodFrogEggHow,visitSpsAdults,visitSpsLarvae,visitSpsEgg,visitSpsEggHow,visitJesaAdults,visitJesaLarvae,visitJesaEgg,visitJesaEggHow,visitBssaAdults,visitBssaLarvae,visitBssaEgg,visitBssaEggHow,visitFairyShrimp,visitFingerNailClams,visitSpeciesOther1,visitSpeciesOther2,visitSpeciesComments,visitFish,visitFishCount,visitFishSizeSmall,visitFishSizeMedium,visitFishSizeLarge,visitPoolPhoto,createdAt,updatedAt,visitPoolMapped,visitUserIsLandowner,visitLandownerPermission,visitLandowner,visitTownId,visitFishSize,visitWoodFrogPhoto,visitWoodFrogNotes,visitSpsPhoto,visitSpsNotes,visitJesaPhoto,visitJesaNotes,visitBssaPhoto,visitBssaNotes,visitFairyShrimpPhoto,visitFairyShrimpNotes,visitFingerNailClamsPhoto,visitFingerNailClamsNotes,visitNavMethodOther,visitPoolTypeOther,visitSubstrateOther,visitSpeciesOtherName,visitSpeciesOtherCount,visitSpeciesOtherPhoto,visitSpeciesOtherNotes,visitLocationUncertainty,visitObserverUserName,visitWoodFrogiNat,visitSpsiNat,visitJesaiNat,visitBssaiNat,visitFairyShrimpiNat,visitFingerNailClamsiNat,visitSpeciesOtheriNat
NEW351,43.908430,-73.017800,Confirmed,1880,0,2021-03-24 10:41:49.661715,1880,sfaccio@vtecostudies.org,0,NEW351,2018-05-01,false,"","",On east sie of Goshen-Ripton Rd,Large pool immediately adjacent to road,"",43.90843000,-73.01780000,Yes,Isolated Forest Depression,,,,Minor logging,,,,,,,,,,,,,,,,,,,,,,,,,5,0,20,Estimated,1,0,10,Estimated,0,0,5,Counted,0,0,0,,0,0,,,,,,,,,"",2021-02-22 16:19:52.117816,2021-03-18 22:32:48.033599,t,f,t,"{""visitLandownerName"": ""Green Mt. National Forest"", ""visitLandownerEmail"": """", ""visitLandownerPhone"": """", ""visitLandownerAddress"": """"}",240,,,Some wood frogs dead on road,,At least one dead on road,C:\fakepath\JEFF_Eggs_Goshen_S.Faccio.1.JPG,,,,,,,,"",,,,0,,,"",sfaccio@vtecostudies.org,https://www.inaturalist.org/observations/12134565,https://www.inaturalist.org/observations/12134567,https://www.inaturalist.org/observations/69990939,,,,
NEW389,43.654287,-73.252064,Confirmed,1755,0,2021-03-24 10:41:49.661715,1755,kevtolan,0,NEW389,2019-05-17,"","","","On Scott Hill Road near Castleton town line, there is a pull off for Bomoseen St. Park. Take log/service road west for .5miles into an opening. Walk south on a log road .35 miles, then hike westernly on ridge",".85 mile hike, perpendicular to old logging road",GPS,43.65428700,-73.25206400,Yes,Isolated Forest Depression,Ephemeral Inlet,Ephemeral Outlet,Mixed,Undisturbed,,,,,,,,"Beech, oak, white pine",Knee-deep,Full,,40,120,10,,5,,Leaf litter,,,,,,None,,0,,,0,0,25,Estimated,0,0,3,Estimated,0,0,,,0,0,,,,,,,,,,2019-10-30 19:25:48.672253,2021-03-18 22:32:48.033599,f,f,t,"{""visitLandownerName"": ""Bomoseen State Park"", ""visitLandownerEmail"": """", ""visitLandownerPhone"": """", ""visitLandownerAddress"": """"}",144,,,,,,,,,,,,,,"",,,,,,,10,Carl Scott ,,,,,,,
NEW372,43.652820,-72.652211,Confirmed,1714,0,2021-03-24 10:41:49.661715,1714,sfaccio@vtecostudies.org,0,NEW372,2019-05-15,false,"",GPS,"NE corner of Bramhall Preserve about 20m east of woods rd, and 20m west of NEW371",Tiny pool,"",43.65282008,-72.65221135,Yes,Isolated Forest Depression,No Inlet,No Outlet,Deciduous,Minor logging,,,,,,,,,Shin-deep,More than 50%,Ephemeral,15,25,,,,,Leaf litter,,,,,,,0,0,,,0,0,16,Counted,0,0,,,0,0,,,0,0,,,"Tiny pool, seems unlikely to support successful amphibian breeding.",,,,,,https://s3.amazonaws.com/vpatlas.photos/NEW372/1714/Pool.1?1569607255589,2019-08-21 14:00:58.05061,2021-03-18 22:32:48.033599,t,f,t,"{""visitLandownerName"": ""Bramhall Preserve via Northeast Wilderness Trust"", ""visitLandownerEmail"": """", ""visitLandownerPhone"": """", ""visitLandownerAddress"": """"}",142,,,,,,,,,,,,,,"",,,,,,,"",,,,,,,,
NEW88,44.236320,-72.451750,Confirmed,1344,0,2021-03-24 10:41:49.661715,1344,Matt Peters,0,NEW88,2010-05-28,1,Certain,Prior Knowledge,Park along Middle Rd. near junction with Gonyeau Rd. follow GPs to site.,Allen Clark owner and guide to site.,GPS,44.23632000,-72.45175000,Yes,Isolated Forest Depression,Ephemeral Inlet,Ephemeral Outlet,Mixed,Undisturbed,f,f,f,f,f,f,,pool between to bedrock ledges. Landowner calls it the old car pool because theres an old junked car somewhat nearby.,6-12 Inches,Less than 50%,Ephemeral,20,100,5,0,5,10,Leaf litter,f,f,f,f,f,,,0,,,,0,28,Counted,,0,,,,0,,,0,1,caddisfly larvae,,,f,,0,0,0,,2019-06-22 00:16:14.934665,2021-03-18 22:32:48.033599,t,f,f,,96,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
NEW9,43.804830,-72.398550,Confirmed,1347,0,2021-03-24 10:41:49.661715,1346,sfaccio,0,NEW9,2009-06-01,0,,Prior Knowledge,adjacent to Pond Rd as named on Swetts map.,,GPS,43.80483000,-72.39855000,Yes,Isolated Forest Depression,No Inlet,No Outlet,Mixed,Minor logging,f,f,f,f,f,f,woods road,,6-12 Inches,More than 50%,Ephemeral,12,50,,,,,Leaf litter,f,f,f,f,f,,,1,,,,0,4,Counted,,0,,,,0,,,0,0,,,,f,,0,0,0,,2019-06-22 00:16:14.934665,2021-03-18 22:32:48.033599,t,f,f,,135,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
New,43.653072,-72.651714,Confirmed,1716,0,2021-03-24 10:41:49.661715,1716,sfaccio@vtecostudies.org,0,New,2019-05-15,false,"",GPS,NE corner of Bramhall Preserve about 40m north of pool NEW372,"",GPS,43.65307159,-72.65171367,Yes,Isolated Forest Depression,No Inlet,No Outlet,Deciduous,Minor logging,,,,,,,,,Knee-deep,More than 50%,Ephemeral,25,45,,,,,Leaf litter,,,,,,,0,0,15,Estimated,0,0,25,Estimated,0,0,,,0,0,,,0,0,,,Caddis larvae eating wood frog eggs,,,,,,https://s3.amazonaws.com/vpatlas.photos/New/1716/Pool.1?1569607328132,2019-08-21 14:26:16.081824,2021-03-18 22:32:48.033599,t,f,t,"{""visitLandownerName"": ""Bramhall Preserve/NE Wilderness Trust"", ""visitLandownerEmail"": """", ""visitLandownerPhone"": """", ""visitLandownerAddress"": """"}",142,,,hatching,https://s3.amazonaws.com/vpatlas.photos/New/1716/Pool.1?1569607991526,,,,,,,,,,"",,,caddisfly larvae,,,,"",,,,,,,,
NEW9,43.804830,-72.398550,Confirmed,1347,0,2021-03-24 10:41:49.661715,1347,alisonmarchione,0,NEW9,2015-05-14,0,Certain,GPS,Small pool located beside the trail. Near a table that looks like a mushroom with rocks piled on top of it.,,,43.80483000,-72.39855000,Yes,Isolated Forest Depression,No Inlet,No Outlet,Mixed,Minor logging,f,t,f,f,f,f,,,6-12 Inches,More than 50%,,10,100,,,,,Leaf litter,f,f,f,f,f,,,0,,,,0,,,,0,,,,0,,,0,0,,,No indicator species were observed. Many mosquito larvae were.,f,,0,0,0,,2019-06-22 00:16:14.934665,2021-03-18 22:32:48.033599,t,f,f,,135,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
NEW90,43.830450,-72.599430,Confirmed,1348,0,2021-03-24 10:41:49.661715,1348,lkjones,0,NEW90,2010-05-31,1,Certain,GPS,Due west of Royalton Town Forest Pool (New60).,,GPS,43.83045000,-72.59943000,Yes,Isolated Forest Depression,No Inlet,Ephemeral Outlet,Mixed,Minor logging,f,f,f,f,f,f,,Signs of light logging >20 years ago.,12-24 Inches,Less than 50%,Ephemeral,40,235,60,,1,,Leaf litter,f,f,f,f,f,,,0,,,,0,,,,0,,,,0,,,0,0,,,5/31/2010 hundreds of tadpoles. Need to confirm ID.,f,,0,0,0,,2019-06-22 00:16:14.934665,2021-03-18 22:32:48.033599,t,f,f,,132,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
NEW91,43.895340,-72.333170,Confirmed,1349,0,2021-03-24 10:41:49.661715,1349,sfaccio,0,NEW91,2010-06-08,0,,,NW corner of Podunk WMA,Adjacent to SDF510,GPS,43.89534000,-72.33317000,Yes,Isolated Forest Depression,Ephemeral Inlet,No Outlet,Mixed,Undisturbed,f,f,f,f,f,f,,"Small pool adjacent to large, open seep with embedded VP habitat (SDF510).",6-12 Inches,More than 50%,Ephemeral,20,50,0,0,1,0,Leaf litter,f,f,f,f,f,,,1,,,,1,3,Counted,,0,,,,0,,,0,0,Caddis fly larvae,,,f,,0,0,0,,2019-06-22 00:16:14.934665,2021-03-18 22:32:48.033599,t,f,f,,129,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
NEW92,43.896450,-72.329570,Confirmed,1350,0,2021-03-24 10:41:49.661715,1350,sfaccio,0,NEW92,2010-06-08,0,,,NW corner of Podunk WMA,,GPS,43.89645000,-72.32957000,Yes,Isolated Forest Depression,No Inlet,Ephemeral Outlet,Deciduous,Undisturbed,f,f,f,f,f,f,,Long narrow pool that overflows into fen/seep.,12-24 Inches,Less than 50%,Ephemeral,20,250,2,2,5,0,Leaf litter,f,f,f,f,f,,,1,,,,0,1,Counted,,0,,,,0,,,0,0,,,No salamander larvae observed but seems likely they are present (1 unhatched egg mass found that may have been exposed prior to recent rains).,f,,0,0,0,,2019-06-22 00:16:14.934665,2021-03-18 22:32:48.033599,t,f,f,,129,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
NEW94,44.334283,-72.523783,Confirmed,1352,0,2021-03-24 10:41:49.661715,1352,sfaccio,0,NEW94,2010-05-23,0,,Prior Knowledge,Private property of Davis Lewis.  Permission from landowner granted.,"Data entered for Susan McKenney.

Landowner accompanied us.",GPS,44.33428300,-72.52378300,Yes,Isolated Forest Depression,No Inlet,No Outlet,Mixed,Minor logging,f,f,f,f,f,f,hiking road,,12-24 Inches,Less than 50%,Semi-permanent,40,110,0,5,50,60,Leaf litter,f,f,f,f,f,,,1,,,,0,,,,0,,,,0,,,0,0,green frog,2 juvenile wood frogs,,f,,0,0,0,,2019-06-22 00:16:14.934665,2021-03-18 22:32:48.033599,t,f,f,,91,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
KWN219,43.617689,-72.506764,Confirmed,1781,0,2021-03-24 10:41:49.661715,1781,kpmcfarland,0,KWN219,2020-03-31,false,Certain,Prior Knowledge,Just south of larger pool to north and ephemeral connection by stream,"",VPAtlas Map Marker,43.61768899,-72.50676441,Yes,Isolated Forest Depression,Ephemeral Inlet,Ephemeral Outlet,Mixed,Major logging,,,,,,,,,Knee-deep,Full,Ephemeral,20,20,,,,,Leaf litter,,,,,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,Found nothing yet. In past years wood frogs prevalent. ,,,,,,https://s3.amazonaws.com/vpatlas.photos/KWN219/1781/Pool.1?1586096902703,2020-04-05 14:28:05.391965,2021-03-18 22:32:48.033599,t,f,f,"{""disabled"": true}",207,,,,,,,,,,,,,,"",,,,,,,"",kpmcfarland,,,,,,,
NEW95,44.145020,-72.689900,Confirmed,1353,0,2021-03-24 10:41:49.661715,1353,Matt Peters,0,NEW95,2010-06-21,1,Certain,GPS,Park on Hawkman Hill Rd. follow treeline up through pasture then follow trails/GPS to site.,,GPS,44.14502000,-72.68990000,Yes,Pool associated with larger wetland complex,No Inlet,Ephemeral Outlet,Mixed,Undisturbed,f,f,f,f,f,f,,part of small pool complex near MLS847,6-12 Inches,Less than 50%,Semi-permanent,30,80,10,0,70,0,Leaf litter,f,f,f,f,f,,,0,,,,0,2,Counted,,0,,,,0,,,0,0,caddisfly larvae,,"This is barely a pool, more of a seepage with a few deeper standing water spots, other very ephemeral basins in the area.",f,,0,0,0,,2019-06-22 00:16:14.934665,2021-03-18 22:32:48.033599,t,f,f,,233,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
NEW373,43.649770,-72.660380,Confirmed,1717,0,2021-03-24 10:41:49.661715,1717,sfaccio@vtecostudies.org,0,NEW373,2019-05-15,true,"",GPS,"NW quadrant of Bramhall Preserve on bench @ 1,470' elevation just below 20' high rocky escarpment.",Nice little pool,GPS,43.64977000,-72.66038000,Yes,Isolated Forest Depression,No Inlet,No Outlet,Deciduous,Minor logging,,,,,,,,"99% hardwoods: red maple, beech, w. ash",Knee-deep,More than 50%,Ephemeral,20,25,,,,,Leaf litter,,,,,,,0,0,,,0,0,25,Estimated,0,0,,,0,0,,,0,0,,,"One egg mass looked a bit like a Jefferson, but it was close to hatching making ID uncertain",,,,,,https://s3.amazonaws.com/vpatlas.photos/NEW373/1717/Pool.1?1569607396870,2019-08-21 14:37:08.361372,2021-03-18 22:32:48.033599,t,f,t,"{""visitLandownerName"": ""NE Wilderness Trust"", ""visitLandownerEmail"": """", ""visitLandownerPhone"": """", ""visitLandownerAddress"": """"}",142,,,surprised no wood frogs,https://s3.amazonaws.com/vpatlas.photos/NEW373/1717/Pool.1?1569607612486,,,,,,,,,,"",,,caddisfly,,,,"",,,,,,,,
KWN243,43.630694,-72.483754,Confirmed,1782,0,2021-03-24 10:41:49.661715,1782,kpmcfarland,0,KWN243,2004-05-11,true,Certain,Prior Knowledge,"","",VPAtlas Map Marker,43.63069422,-72.48375447,Yes,Isolated Forest Depression,No Inlet,No Outlet,Mixed,,t,,,,,,,,Knee-deep,More than 50%,Ephemeral,20,20,,,,,Leaf litter,,,,,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,Don't recall what we found. The owner at the time is in this image and gave permission. He is not the current owner,,,,,,https://s3.amazonaws.com/vpatlas.photos/KWN243/1782/Pool.1?1586097342558,2020-04-05 14:35:27.699173,2021-03-18 22:32:48.033599,t,f,t,"{""visitLandownerName"": ""unknown"", ""visitLandownerEmail"": """", ""visitLandownerPhone"": """", ""visitLandownerAddress"": """"}",207,,,,,,,,,,,,,,"",,,,,,,"",kpmcfarland,,,,,,,
NEW96,44.146220,-72.691060,Confirmed,1354,0,2021-03-24 10:41:49.661715,1354,Matt Peters,0,NEW96,2010-06-21,1,Certain,GPS,"Park on Hawkman hill Rd. Follow treeline up field, then follow trails and GPS.",,GPS,44.14622000,-72.69106000,Yes,Pool associated with larger wetland complex,,,Mixed,Undisturbed,f,f,f,f,f,f,,part of pool complex near MLS847. Some old logging trails in area,12-24 Inches,Less than 50%,Semi-permanent,40,60,0,0,20,0,Leaf litter,f,f,f,f,f,,,1,,,,0,,,,0,,,,0,,,0,1,caddisfly larvae,,"part of pool complex, other very ephemeral basins in area, possibily other pools I didnt find.",f,,0,0,0,,2019-06-22 00:16:14.934665,2021-03-18 22:32:48.033599,t,f,f,,233,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
NEW97,44.144770,-72.688000,Confirmed,1355,0,2021-03-24 10:41:49.661715,1355,Matt Peters,0,NEW97,2010-06-21,1,Certain,GPS,"Park on Hawkman hill Rd. Follow treeline up field, then follow trails and GPS",,GPS,44.14477000,-72.68800000,Yes,Pool associated with larger wetland complex,No Inlet,Ephemeral Outlet,Mixed,Undisturbed,f,f,f,f,f,f,,Part of pool complex around MLS847,6-12 Inches,Dry,Ephemeral,20,30,0,0,5,0,Leaf litter,f,f,f,f,f,,,0,,,,0,3,Counted,,0,,,,0,,,0,0,caddisfly larvae,,"Very close to MLS847, may never be viable for amphibians, other very ephemeral basins in area.",f,,0,0,0,,2019-06-22 00:16:14.934665,2021-03-18 22:32:48.033599,t,f,f,,233,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
NEW98,44.149090,-72.687890,Confirmed,1356,0,2021-03-24 10:41:49.661715,1356,Matt Peters,0,NEW98,2010-06-21,1,Certain,GPS,"Park on Hawkman Hill Rd. Follow treeline up field, then follow trails and GPS.",,GPS,44.14909000,-72.68789000,Yes,Pool associated with larger wetland complex,Ephemeral Inlet,Ephemeral Outlet,Mixed,Minor logging,f,f,f,f,f,f,,part of pool/seepage complex. near MLS846,12-24 Inches,Less than 50%,Semi-permanent,25,40,0,0,85,0,Leaf litter,f,f,f,f,f,,,1,,,,0,1,Counted,,0,,,,0,,,0,0,,,"very close to MLS846, barely a pool, more like a seepage with some standing water and indicator spp. Other seepages nearby",f,,0,0,0,,2019-06-22 00:16:14.934665,2021-03-18 22:32:48.033599,t,f,f,,233,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
